縣市,選舉區,姓名,號次,性別,出生年月日,年齡,推薦之政黨,當選次數(1998-2018),2018當選,議員照片,政治家族,涉案紀錄,吹哨者的涉案紀錄,政治工作,其他
新北市,3,林秉宥,10,男,1983-12-17T00:00:00Z,39,民主進步黨,0,n,y,無,無,無,曾任新北市副議長陳文治辦公室執行長,"《阿共打來怎麼辦》共同作者
雲林同鄉會全國總會理事"
新北市,3,陳世軒,8,男,1995-12-17T00:00:00Z,27,台灣民眾黨,0,n,y,無,無,無,曾任前立委蔡壁如秘書,"工商建研會青年團海外聯絡人
台灣幸福文化藝術基金會執行長
台北市政府實習生"
新北市,3,何語蓉,11,女,1977-04-04T00:00:00Z,45,小民參政歐巴桑聯盟,0,n,y,無,無,無,小民參政歐巴桑聯盟政黨秘書長,"社團法人台灣親子共學教育促進會理事
台中公民大學企畫
人本教育基金會企畫
Hitfm聯播網電台DJ"
新北市,3,蔣根煌,12,男,1963-05-01T00:00:00Z,59,中國國民黨,3,y,y,無,無,無,"2018年當選議員
曾任3屆議員，1屆議長
曾任國民黨中常委
曾任新莊市市民代表會主席
曾任全國鄉鎮市民代表會聯合總會長
曾任新北市黨部委員
現為新莊區黨部主委","新北市義勇消防總隊總隊長
新莊市警友站副主委
中港獅子會會員"
新北市,3,郭岱軒,7,男,1984-01-25T00:00:00Z,38,無,0,n,y,無,無,無,曾任台北市議會議員法案幕僚,"曾任《TVBS》、《三立》、《東森》、《中視新聞》記者
曾任《人間衛視》、《中視新聞》主播
著有《你媽知道你在發廢文嗎》、《失業100天》，《當失業成為即時動態》等書
個人 YouTube 頻道《新新市民主播郭岱軒》"
新北市,3,陳聰吉,17,男,1968-10-19T00:00:00Z,54,無,0,n,y,無,無,無,無,現為振豐開發股份有限公司監察人
新北市,3,邱吉均,4,男,1958-12-08T00:00:00Z,64,無,0,n,n,無,無,無,無,曾在2014年參選新莊區福基里村里長，未當選
新北市,3,張志宏,1,男,1969-08-09T00:00:00Z,53,無,0,n,y,父親是前縣議員、新莊鎮民代表、新莊市代會主席張喜財,違反《槍砲彈藥刀械管制條例》、《檢肅流氓條例》遭通緝，2006年至立委服務處開槍，現已出獄。[https://drive.google.com/file/d/1qsP1aBg73Kjsc-34d7aLdZ52T7YCevSa/view?usp=sharing],2004年因槍砲彈藥刀械管制條例、檢肅流氓條例案件遭通緝，2006年持槍至立委服務處開槍，2007年就逮。,無,"國際同濟會台灣總會新北市第12屆會長
新莊分局中平義警分隊顧問團長
新北市義勇消防總隊第2大隊新莊中隊頭前分隊顧問團副團長
年輕時犯下多起刑事案件，出獄後回到新莊老家經營水電工程生意"
新北市,3,陳科名,13,男,1970-05-09T00:00:00Z,52,無,4,y,y,父親是前縣議員陳茂正,"收受收受建商1307萬元賄賂，替建商關說，一審判刑10年8月。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDM%2c108%2c%e8%a8%b4%2c615%2c20200401%2c4]
收受違建廠房業者20萬元，向拆除大隊施壓，依貪污治罪條例一審判刑7年6月。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDM,109%2c%e8%a8%b4%2c928%2c20220331%2c1]",無,"曾任4屆議員
2018年當選議員
曾任縣議員陳茂正特助","新北市佛教會顧問
佛教慈濟功德會榮董
唯心聖教易經大學榮董
新北市幼兒教育學會顧問
青園學前教育機構執行長
新莊國際青年商會91年度會長
新莊國中校友會理事長
因為收賄無參與民進黨內初選，以無黨籍身份參選"
新北市,3,蔡健棠,9,男,1963-01-19T00:00:00Z,59,中國國民黨,1,y,y,無,無,無,"曾任1屆議員
2018年當選議員
曾任4屆新莊市市民代表
國民黨第16屆全國黨員代表","新北市新莊區彰化同鄉會理事長
新北市新莊區外內丹功協會理事長
疑因賠償金額喬不攏，2018年因20年前的投資糾紛案被抗議"
新北市,3,戴湘儀,18,女,1991-01-13T00:00:00Z,31,中國國民黨,0,n,y,無,無,無,"新北市政府副發言人
新北市新聞局機要秘書","曾任《壹電視》新聞台主播
「侯家軍」一員，與侯友宜關係良好"
新北市,3,許明偉,6,男,1981-02-14T00:00:00Z,41,無,0,n,y,無,無,無,無,無
新北市,3,陳炫銘,3,男,1974-04-13T00:00:00Z,48,無,0,n,y,無,無,無,無,"曾任新北市記帳士公會八年理事長
目前為日盛國際聯合稅務記帳士事務所負責人
目前為中華民國記帳士公會全國聯合會副理事長"
新北市,4,王景弘,14,男,1986-12-23T00:00:00Z,36,時代力量,0,n,y,無,無,無,"曾任職於柯文哲競選團隊網路部工程師
曾任政委蔡玉玲辦公室研究員
嘉義縣政府智慧城市暨青年創業辦公室執行長
新北市政府研考會本部研究員","JavaScript.tw 技術社團創辦人
JSDC論壇共同發起人
威聯通科技股份有限公司資深產品工程師"
新北市,4,黃桂蘭,6,女,1957-02-25T00:00:00Z,65,中國國民黨,4,y,y,無,無,無,"曾任4屆議員
2018年當選議員
曾任蘆洲市市民代表
新北市市政顧問",無
新北市,4,陳啟能,1,男,1959-07-05T00:00:00Z,63,民主進步黨,4,y,y,無,無,無,"曾任4屆議員
2018年當選議員
2016蔡英文總統立委高志鵬聯合競選總幹事","消防局三重義消分隊分隊長
新北市第1屆慢速壘球委員會主委
新北市市政發展協會榮譽理事長
新北市社會扶助協會創會理事長"
新北市,4,彭佳芸,8,女,1982-10-13T00:00:00Z,40,民主進步黨,1,y,y,公公是5屆議員鄭金隆,無,無,"新北市議員鄭金隆特助
前民進黨立委高志鵬法案助理
2018年當選議員
曾任1屆議員","曾任《華視新聞》、《台視》新聞主播
《中天新聞》記者"
新北市,4,李翁月娥,10,女,1958-01-05T00:00:00Z,64,無,3,y,y,無,無,無,"曾任3屆議員
2018年當選議員
曾任2屆蘆洲市長
5屆蘆洲市（鄉）代表
2屆市民代表會主席
1屆鄉民代表會副主席","台灣環保協會、社區健康營造協會、愛心關懷協會、蘆洲環保協會、蘆笙環保志工大隊發起人
曾被指控在擔任市長期間收回扣，後判無罪"
新北市,4,邱婷蔚,7,女,1980-10-11T00:00:00Z,42,民主進步黨,1,n,y,父親是三重前市民代表邱西成,無,無,"2018年當選議員
曾任三重市調解委員
蔡英文競選總統高志鵬競選立委聯合總部文宣部主任
余天競選立法委員文宣部主任",無
新北市,4,顏蔚慈,12,女,1986-01-05T00:00:00Z,36,民主進步黨,0,n,y,無,無,無,前桃園市政府青年事務局長,2016年台灣燈會專案負責人
新北市,4,李余典,4,男,1958-01-27T00:00:00Z,64,民主進步黨,4,y,y,無,無,無,"曾任4屆議員
2018年當選議員
民進黨中評委及終身黨員
民進黨團總召
曾任國大代表
曾任國防部北部地區後指部發展委員","獅子會300B1區分區主席
蘆洲重陽扶輪社員
調解委員
三重體育會及三和夜市商圈理事長
光明警友站長
2020年因幫脫黨加入民眾黨參選立委的女兒李旻蔚助選，遭民進黨停權2年"
新北市,4,林鼎超,11,男,1982-09-16T00:00:00Z,40,中國國民黨,0,n,y,無,無,無,"前高雄市長韓國瑜青年局長
現任國民黨文傳會副主委
曾為連勝文特助",無
新北市,4,李倩萍,9,女,1970-08-12T00:00:00Z,52,民主進步黨,4,y,y,父親是蘆洲九芎里里長李茂雄,無,無,"曾任4屆議員
2018年當選議員
曾任2屆蘆洲市市民代表
曾任民進黨全國黨代表","十信高中英語老師
慈笙文教基金會執行長
蘆洲婦女防火宣導隊副分隊長"
新北市,4,陳宛毓,5,女,1988-04-18T00:00:00Z,34,小民參政歐巴桑聯盟,0,n,y,無,無,無,無,"大腳小腳宜蘭團領隊
暖暖蛇共學團導師"
新北市,4,陳俊霖,3,男,1982-10-19T00:00:00Z,40,台灣民眾黨,0,n,y,父親是七屆新北市三重區長泰里里長陳文禮,無,無,無,"Tradesource業務經理
新加坡肥雄集團榮譽顧問
中華民國知誠慈善協會發言人"
新北市,4,吳訓孝,13,男,1989-07-01T00:00:00Z,33,中國國民黨,0,n,y,"父親是連任四屆的三重光田里里長吳勝文
媽媽是是三重區工商企管婦女會理事長沈美英",無,無,"新北市勞工局任專員
新北市市長候選人侯友宜的「新媒體組」組長
曾任新北市長室秘書
新北市青年事務委員會委員","曾任新竹法院少年及家事法庭書記官
新北市三重嘉義同鄉會副理事長
「侯家軍」成員"
新北市,4,董俊良,15,男,1970-07-30T00:00:00Z,52,新黨,0,n,y,無,無,無,無,無
新北市,4,王威元,2,男,1981-12-26T00:00:00Z,41,中國國民黨,1,y,y,父親是前縣議員王銓榮,無,無,"曾任1屆議員
2018年當選議員
曾任三重區忠孝里里長","救國團三重團委會會長
三重區光興國小家長會會長
三重同濟會會長
新世紀獅子會會長"
新北市,5,吳達偉,4,男,1984-07-21T00:00:00Z,38,台灣民眾黨,0,n,y,無,無,無,無,"PTT名人「神龍Z9」
曾為華碩工程師、廣達工程師
2020年曾申請入民進黨，後代表民眾黨參選，未當選，遭民進開除黨籍"
新北市,5,林國春,1,男,1968-01-08T00:00:00Z,54,中國國民黨,4,y,y,無,無,無,"曾任4屆議員
2018年當選議員","曾是刑警
與侯友宜是兒時好友"
新北市,5,顏維勲,9,男,1979-07-07T00:00:00Z,43,無,0,n,y,無,15歲曾失手打死人，服刑4年已出獄。[https://www.taisounds.com/Lifestyle/Food/uid4111118017],未成年時失手打死人，入獄4年。[https://www.taisounds.com/Lifestyle/Food/uid4111118017],無,"顏林蔭行善麵店發起人
承天府環島慈善理事長
76行者遺體美容修復團隊擔任召集人
台灣義行獎第4屆得獎主
板橋承天府主事者"
新北市,5,曾煥嘉,3,男,1976-09-10T00:00:00Z,46,中國國民黨,3,y,y,父親是5屆縣議員曾文振,涉嫌詐領助理費約新台幣128萬元，2021年3月新北地檢署依違反《貪污治罪條例》提起公訴。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDM%2c110%2c%e8%a8%b4%2c261%2c20211104%2c1&ot=in],涉嫌詐領助理費約新台幣128萬元，2021年3月新北地檢署依違反貪污治罪條例中的利用職務機會詐取財物等罪嫌提起公訴。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDM%2c110%2c%e8%a8%b4%2c261%2c20211104%2c1&ot=in],"曾任3屆縣議員
2018年當選議員
板橋市第10屆市民代表會主席
新北市板橋區民眾服務社理事長
國民黨板橋區黨部主委
國民黨新北市委員會委員
國民黨第18、19、20屆全國黨代表
曾任議員曾文振服務處主任",無
新北市,5,黃俊哲,16,男,1978-04-27T00:00:00Z,44,民主進步黨,5,y,y,父親是2屆議員黃忠信,競選期間樁腳為其買票，法院認定黃俊哲知情，遭判當選無效確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c101%2c%e9%81%b8%e4%b8%8a%2c1%2c20121003%2c1],競選期間樁腳為其買票，法院認定黃俊哲知情，遭判當選無效確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c101%2c%e9%81%b8%e4%b8%8a%2c1%2c20121003%2c1],"曾任5屆議員
2018年當選議員
曾任民進黨中執委、中評委
小英之友會顧問
台北縣議會民進黨團總召","板橋嘉義同鄉會榮譽理事長
大專講師"
新北市,5,李婉鈺,11,女,1972-03-27T00:00:00Z,50,無,1,n,y,表姐夫是國民黨主席朱立倫,"於餐廳與人發生口角，朝對方比中指，辱罵對方「肖查某」，犯公然侮辱罪，遭判拘役10日確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDM%2c106%2c%e7%b0%a1%2c8425%2c20180104%2c1&ot=in]
動手拉扯員警身上配戴之密錄器干擾蒐證，掌摑員警臉部使其受傷，以「穿著制服的流氓」辱罵員警，犯妨害公務執行罪，遭判4月確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHM%2c108%2c%e4%b8%8a%e6%98%93%2c1880%2c20200507%2c1&ot=in]
深夜到前立委張碩文家，狂按門鈴擾鄰犯強制未遂罪，遭判拘役20日確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHM%2c108%2c%e4%b8%8a%e6%98%93%2c1880%2c20200507%2c1&ot=in]","於餐廳與人發生口角，朝對方比中指，辱罵對方「肖查某」，犯公然侮辱罪，遭判拘役10日確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDM%2c106%2c%e7%b0%a1%2c8425%2c20180104%2c1&ot=in]
 動手拉扯員警身上配戴之密錄器，干擾蒐證，掌摑另一員警之臉部，使其受傷，又以「穿著制服的流氓」之言語 ，當場辱罵員警，犯妨害公務執行罪，遭判4月確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHM%2c108%2c%e4%b8%8a%e6%98%93%2c1880%2c20200507%2c1&ot=in]
 僅憑自己主觀臆測，無視他人權益，逕採持續拍門、按鈴之對物強暴方式，迫使屋內證人開門或應對另一證人行蹤之無義務之事，具有強制罪之故意，犯強制未遂罪，遭判拘役20日確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHM%2c108%2c%e4%b8%8a%e6%98%93%2c1880%2c20200507%2c1&ot=in]",曾任1屆議員,"新北國際青商會長
中華航空公司空服員
台灣高鐵土木工程師
新北市雲林同鄉會總召集人
北二高、北宜高速公路工程師"
新北市,5,山田摩衣,15,女,1990-01-10T00:00:00Z,32,民主進步黨,0,n,y,無,無,無,"曾為立法院長游錫堃秘書
高志鵬競選總部副主任
2014年曾加入游錫堃新北市競選團隊
曾在板橋民進黨新北市黨部工作","獲日本富山縣魚津市議會議員越川隆文支持
7歲作為童星出道並在多個連續劇演出"
新北市,5,戴瑋姗,6,女,1990-01-23T00:00:00Z,32,民主進步黨,1,y,y,無,無,無,"曾任1屆議員
2018年當選議員
曾任立委吳思瑤助理，吳思瑤競選文宣部主任、新聞發言人
曾任台灣民主基金會專員
立法院資深政策研究助理
台北市議會法案助理","台大研究生協會會長
民進黨創黨30周年青年代表
太陽花學運成員
新創政治連線發起人
台灣民主基金會專員"
新北市,5,黃淑君,18,女,1989-10-03T00:00:00Z,33,民主進步黨,0,n,y,無,無,無,曾為新北市議員何博文8年幕僚,台大農藝系博士生
新北市,5,石一佑,21,女,1966-01-23T00:00:00Z,56,民主進步黨,0,n,y,無,無,無,"曾任2屆板橋市民代表
曾任立委張宏陸服務處主任",無
新北市,5,王淑慧,5,女,1955-12-02T00:00:00Z,67,無,4,y,y,無,"控利用人頭詐領公費助理補助款、春節慰勞金等300多萬元，一審判處9年徒刑。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDM,109%2c%e8%a8%b4%2c521%2c20220113%2c4]","利用其姪女、外甥女等人擔任人頭助理，詐領助理費、春節慰勞金等費用高達335萬，新北地院一審判處9年徒刑。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDM,109%2c%e8%a8%b4%2c521%2c20220113%2c4]","曾任4屆議員
2018年當選議員
曾任2屆立委
民進黨創黨黨員全國黨員代表、執行委員、中評委、婦展會長
民進黨板橋市黨部總幹事",無
新北市,5,張淑惠,10,女,1971-07-13T00:00:00Z,51,小民參政歐巴桑聯盟,0,n,y,無,無,無,小民參政歐巴桑聯盟黨召集人,"社團法人台灣親子共學教育促進會創會理事長
台灣守護民主平台秘書長
人本教育基金會教育中心主任
書籍《大腳小腳走讀台灣》作者
20多年資深親職教養講師"
新北市,5,張家維,19,男,1973-05-06T00:00:00Z,49,無,0,n,y,無,無,無,無,無
新北市,5,周勝考,8,男,1956-03-14T00:00:00Z,66,中國國民黨,6,y,y,無,涉入遠雄弊案貪污，施壓市政府機關首長護航遠雄遭起訴，一審判10年。[https://www.tpc.moj.gov.tw/292885/293089/293092/343371/post],"涉入遠雄弊案，為圖求其實質掌控之勝益營造公司承攬大巨蛋土方清運工程及其買屋差價之不正利益達 1,885 萬餘元，利用其職權護航遠雄集團在新北市轄內之土城開發案、新莊安泰段開發案等，不僅親自出席新北市都委會、環評委員會發言支持遠雄集團，遇有阻力，更親自請託、施壓相關機關首長、承辦單位。更甚者，於調查中還否認犯行，供詞避重就輕，遭檢方求處有期徒刑 10 年。至今遠雄弊案已經拖延四年多，目前一審還尚未宣判。[https://www.tpc.moj.gov.tw/292885/293089/293092/343371/post]","曾任6屆議員
2018年當選議員
曾任板橋市市民代表
曾任國民黨板橋黨部主委
新北市議會黨團書記長","獅子會會長
救護大隊長
因有里長散佈貪污案謠言依選罷法提吿"
新北市,5,劉美芳,2,女,1978-12-07T00:00:00Z,44,中國國民黨,3,y,y,"父親是前立委、末代省議長劉炳偉
祖父是板橋市首任市長劉順天",無,無,"曾任3屆議員
2018年當選議員
國民黨第18-19屆中央委員","新北市關懷婦幼協會創會理事長
新北市家庭扶助基金會委員
板橋區彰化同鄉會理事長
新北市家長協會顧問
新北市教師會顧問
新北市毛小孩關懷協會創會理事長
工商婦女公益推廣協會會長
新北市板橋區青年商會會長
今年9月因亡父債務遭討債"
新北市,5,郭柏成,12,男,1967-09-10T00:00:00Z,55,無,0,n,y,無,無,無,無,無
新北市,5,阮橋本,17,男,1970-11-28T00:00:00Z,52,無,0,n,y,無,因赴警局探視前員工認為其出言不遜，徒手毆打犯傷害罪，遭判拘役20日，緩刑2年確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDM%2c107%2c%e7%b0%a1%e4%b8%8a%2c163%2c20181212%2c1&ot=in],因赴警局探視前員工認為其出言不遜，徒手毆打犯傷害罪，遭判拘役20日，緩刑2年確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDM%2c107%2c%e7%b0%a1%e4%b8%8a%2c163%2c20181212%2c1&ot=in],無,"殯葬業
成立「聖翔救援協會」幫助機車事故傷患，網友稱之「鋼鐵爸」"
新北市,5,彭盛韶,7,男,1984-05-11T00:00:00Z,38,時代力量,0,n,y,無,無,無,"曾任時代力量智庫副執行長
時代力量新北市黨部板橋區主任
曾任經濟部部長機要、台北市政府資訊局專門委員
曾任柯文哲競選團隊政策部研究員",與搭檔瘦瘦組成漫才團體「壽壽壽Soul Soul Soul」
新北市,5,陳玉鳳,13,女,1972-12-03T00:00:00Z,50,中國和平統一黨,0,n,y,無,無,無,無,台灣護理師醫療產業工會理事長
新北市,5,葉元之,14,男,1974-12-28T00:00:00Z,48,中國國民黨,1,y,y,岳父是前桃園縣縣議員陳炎坤,無,無,"曾任新北市府副發言人兼新聞局主任秘書
曾任新北市經發局和民政局專員
2018年當選議員
曾任1屆議員",無
新北市,5,廖裕德,20,男,1951-09-14T00:00:00Z,71,無黨團結聯盟,3,n,y,無,競選時有幹部涉及賄選，被判定當選無效。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c104%2c%e9%81%b8%2c18%2c20150925%2c1&ot=in],競選幹部涉及賄選，被判定當選無效。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c104%2c%e9%81%b8%2c18%2c20150925%2c1&ot=in],曾任3屆議員,"裕德幼兒園、裕德實驗高級中學創辦人
新北市排球委員會主委
板橋區農會常務監事
曾任板橋南區扶輪社社長"
新北市,6,張嘉玲,9,女,1975-10-31T00:00:00Z,47,民主進步黨,0,n,y,無,無,無,"前總統府秘書長蘇嘉全辦公室主任
曾為民進黨婦女部主任",丈夫是蔡英文總統隨行秘書、核心幕僚朱財慶
新北市,6,王如意,11,女,1978-06-09T00:00:00Z,44,台灣民眾黨,0,n,y,無,無,無,"民眾黨立法院黨團行政組長
民眾黨新北市黨代表
民眾黨新北市黨部發言人","曾任長榮、復興、遠東航空公司空服員
何嘉仁、吉的堡美語等安親老師"
新北市,6,張維倩,8,女,1985-01-14T00:00:00Z,37,民主進步黨,1,y,y,爸爸是4屆議員、4屆中和市市民代表張瑞山,無,無,"曾任民進黨新北市黨部執行委員、全國黨代表
曾任新北市政府消費爭議調解委員會委員
2018年當選議員","婦幼律師
曾揭發「淯薪托嬰中心虐童案」
新北市政府青年律師服務團律師
新北市政府消費爭議調解委員會委員"
新北市,6,陳逸展,2,男,1983-12-11T00:00:00Z,39,無,0,n,n,無,無,無,無,無
新北市,6,張志豪,14,男,1981-08-24T00:00:00Z,41,民主進步黨,1,y,y,無,無,無,"2018年當選議員
曾任1屆議員
曾任民進黨中央黨部發言人
曾任5屆立委趙永清助理
曾任民進黨市議會黨團幹事長、書記長
曾任民進黨中央評議委員
曾任民進黨中央黨部新聞部政務副主任
曾任蔡英文總統競選總部新聞部副主任
曾任立委趙永清國會助理
曾任立委蕭美琴國會助理
曾任新北市小英之友會副秘書長","新北市警局義刑大隊顧問
中華民國陽光之友協會理事
綠色和平電台主持人
陳明通碩士指導學生"
新北市,6,陳錦錠,7,女,1954-11-28T00:00:00Z,68,中國國民黨,6,y,y,丈夫是3屆立委張慶忠,無,無,"曾任6屆議員
2018年當選議員
曾任國民黨黃國定黨部副主委
曾任張慶忠立委辦公室執行長","青溪婦聯主委
勞資仲裁委員
後備憲兵梅荷夫人會長
賢清文教基金會執行長
浙江黃嚴同鄉會理事
彰化、雲林、屏東、金門、馬祖、浙江溫嶺、寧波、舟山同鄉會顧問
機車、糕餅、中藥、照相等公會顧問
樁腳里長為幫助其當選買票賄選，遭判決有罪定讞"
新北市,6,邱烽堯,3,男,1973-10-03T00:00:00Z,49,中國國民黨,3,y,y,父親是4屆議員、中和區區長、中和市市長邱垂益,無,無,"曾任3屆議員
2018年當選議員
曾任國民黨新北市黨部副主委
國民黨18至20次全國代表大會代表","新北市消防局國光義消分隊長
中和區後備軍人輔導中心秘書主任
新北市青工總會會長
中和區青工會會長"
新北市,6,李正皓,5,男,1984-06-20T00:00:00Z,38,無,0,n,y,無,無,無,"前國民黨青年團執行長
國民黨青年世代草協聯盟發起人之一","經常上政論節目，政治評論員
曾代表親民黨參選2020年立委，未當選"
新北市,6,蔡明璋,1,男,1965-04-09T00:00:00Z,57,新黨,0,n,y,無,無,無,"曾任新黨全代會黨代表
曾任新黨全國委員會委員
曾任新黨新北市聯絡處主任",台灣平潭關係協會理事
新北市,6,金瑞龍,4,男,1969-07-15T00:00:00Z,53,中國國民黨,2,y,y,妻子是市民代表、瑞穗里里長陳美華,因協助公務員浮報工程差額，犯使公務員登載不實罪，遭判刑6月確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPSM%2c108%2c%e5%8f%b0%e4%b8%8a%2c568%2c20200325%2c1],因協助公務員浮報工程差額，犯使公務員登載不實罪，遭判刑6月確定。[https://law.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPSM%2c108%2c%e5%8f%b0%e4%b8%8a%2c568%2c20200325%2c1],"曾任2屆議員
2018年當選議員
曾任中和市市民代表
曾任瑞穗里3屆里長
新北市議會國民黨副書記長
台北縣中和市第8屆市民代表","新北市體育總會冰球委員會主任委員
新北市中和區關懷弱勢協會理事長
新北市新住民家庭關懷協會理事長"
新北市,6,游輝宂,6,男,1983-02-26T00:00:00Z,39,中國國民黨,2,y,y,堂兄是6屆議員、2屆中和市市民代表游輝廷,無,無,"曾任2屆議員
2018年當選議員
曾任議員游輝廷服務處特助","中和義刑一中隊長
中和義消南勢分隊顧問
國際獅子會300B2區坪新1718會長
國際青年商會雙和分會2017會長
國際獅子會300A2區南門會1819會長
中國天津市訪問俄亥俄州愛許蘭市翻譯官"
新北市,7,許昭興,5,女,1971-03-06T00:00:00Z,51,民主進步黨,2,n,y,無,無,無,"曾任2屆議員
曾任3屆永和市市民代表","世芳同濟會會長
新北市健康關懷協會理事長"
新北市,7,羅文崇,4,男,1964-07-08T00:00:00Z,58,民主進步黨,2,y,y,無,無,無,"曾任2屆議員
2018年當選議員
曾任民進黨永和市黨部執行委員
曾任民進黨台北縣黨部評議委員、召集人
曾任民進黨中央黨部中執委
曾任民進黨新北市議會黨團幹事長","秀朗國小家長會長
永和國中家長會長
晴天廣告整合行銷總經理
永和區義消顧問"
新北市,7,陳鴻源,1,男,1967-04-21T00:00:00Z,55,中國國民黨,6,y,y,父親是4屆議員、國大代表陳明雄,無,無,"曾任6屆議員、2屆副議長
2018年當選議員
曾任中國國民黨永和市黨部常委
曾任中國國民黨中央委員","永和市民代表會副主席
永和彰化同鄉會理事長
永和體育會理事
永和義警第一中隊中隊長"
新北市,7,連斐璠,2,女,1959-09-09T00:00:00Z,63,中國國民黨,5,y,y,無,無,無,"曾任5屆議員
2018年當選議員
曾任永和4屆市民代表
曾任新北市議會國民黨團書記長","北台灣問政會會長
永和市調解委員會委員
秀朗、中和國小教師"
新北市,7,蕭蒼澤,3,男,1965-11-12T00:00:00Z,57,台灣維新,0,n,y,無,無,無,無,"曾任台灣台北地方法院調解委員
曾任明道法律事務所律師
曾任海基會諮詢律師
曾任台北市政府諮詢律師
曾任全國律師公會行政法委員會委員
曾任犯罪學學會監事
曾任三旺建設股份有限公司法律顧問
現任律澤國際法律事務所主持律師
現任台北商業大學兼任講師
社團法人臺灣夢想家園關懷協會發起人
現任國際工商基督徒CBMC中正二分會書記暨福音外展組組長
現任台灣高等法院刑事指定辯護律師"
新北市,8,廖宜琨,11,男,1982-07-05T00:00:00Z,40,民主進步黨,1,y,y,父親是2屆立委、議員廖本煙,無,無,"曾任樹林小英之友會總幹事
2018年當選議員
曾任1屆議員","國際特許金融財務分析師
澳洲國家銀行金融財務分析師
新北市全民愛心推廣協會理事長
新北市大漢溪籃球協會理事長
大樹林同濟會
北大光榮扶輪社
凱達格蘭學校國策班第17期"
新北市,8,簡元泰,16,男,1979-05-09T00:00:00Z,43,無,0,n,n,無,無,無,無,無
新北市,8,黃永昌,3,男,1962-12-06T00:00:00Z,60,中國國民黨,4,y,y,無,黃永昌夫婦以親友等8人名義詐領公費助理補助費高達2028萬元。依《貪污治罪條例》、《刑法》、《洗錢防制法》等罪起訴。[https://www.pcc.moj.gov.tw/media/233494/109-11-23-%E6%96%B0%E5%8C%97%E5%9C%B0%E6%AA%A2%E7%BD%B2%E5%81%B5%E8%BE%A6%E8%A2%AB%E5%91%8A%E9%BB%83-%E6%98%8C%E7%AD%89%E4%BA%BA%E6%B6%89%E5%AB%8C%E8%B2%AA%E6%B1%A1%E6%B2%BB%E7%BD%AA%E6%A2%9D%E4%BE%8B%E7%AD%89%E6%A1%88%E4%BB%B6-%E6%96%B0%E8%81%9E%E7%A8%BF.pdf?mediaDL=true],黃永昌夫婦以親友等8人名義詐領公費助理補助費高達2028萬元，詐領款項大多流為私用，如繳納私人票款及開設的保全公司員工薪資。檢方依貪污治罪條例中利用職務上機會詐取財物罪、中華民國刑法使公務員登載不實罪及違反洗錢防制法等罪嫌，起訴黃永昌夫婦及人頭助理等。[https://www.pcc.moj.gov.tw/media/233494/109-11-23-%E6%96%B0%E5%8C%97%E5%9C%B0%E6%AA%A2%E7%BD%B2%E5%81%B5%E8%BE%A6%E8%A2%AB%E5%91%8A%E9%BB%83-%E6%98%8C%E7%AD%89%E4%BA%BA%E6%B6%89%E5%AB%8C%E8%B2%AA%E6%B1%A1%E6%B2%BB%E7%BD%AA%E6%A2%9D%E4%BE%8B%E7%AD%89%E6%A1%88%E4%BB%B6-%E6%96%B0%E8%81%9E%E7%A8%BF.pdf?mediaDL=true],"曾任4屆議員
2018年當選議員
曾任埤林里里長
曾任新北市黨部義務副主委
曾任市議會法規會召集人
曾任市議會黨團書記長","土城國中、中華中學校友會長
土城三元宮主委
新北市政府身心障礙權益保障推動委員
土城樹林排舞、土城鶯歌婦工會
黃氏宗親會榮譽會長
廣福國小家長會長
台北縣產業總工會發起人"
新北市,8,林銘仁,15,男,1960-03-09T00:00:00Z,62,民主進步黨,4,y,y,父親是前議員林阿坤,無,無,"曾任4屆議員
2018年當選議員
曾任市民代表
曾任市議會民進黨團副總召集人
曾任新北市議會教育召集人
曾任議會教育召集人
曾任林阿坤議員主任","土城體育會理事
林姓宗親會、土城會副理事長
雲林、彰化、嘉義同鄉會顧問
中正國中、廣福國小家長會副會長"
